Date_start,Power_kW,HR,solarRad_W/m2,Weekday,Hour_sin,Hour_cos,Power_kW_lag_1h,Power_kW_lag_2h,Power_kW_lag_24h,HDH,CDH_squared,CDH_Humidity,log_temp,holiday
2017-03-27 16:00:00,231.9851645,33.134166666666665,450.2916666666667,0,-0.8660254037844385,-0.5000000000000004,231.4598905,251.395175,259.642239,0.0,0.0,0.0,2.97344405974545,False
2017-03-27 17:00:00,220.1241105,31.70583333333333,244.16666666666663,0,-0.9659258262890683,-0.25881904510252063,231.9851645,231.4598905,241.366025,0.0,0.0,0.0,2.9628216100967317,False
2017-03-27 18:00:00,206.7641465,34.34083333333333,56.10033333333333,0,-1.0,-1.8369701987210297e-16,220.1241105,231.9851645,211.2822895,0.0,0.0,0.0,2.901146831064123,False
2017-03-27 19:00:00,171.28215,45.61833333333333,1.02875,0,-0.9659258262890684,0.2588190451025203,206.7641465,220.1241105,163.649508,0.0,0.0,0.0,2.7956539951707775,False
2017-03-27 20:00:00,138.8058395,49.046666666666674,0.7797499999999999,0,-0.8660254037844386,0.5000000000000001,171.28215,206.7641465,141.2858145,0.9741666666666688,0.0,0.0,2.7097709420002767,False
2017-03-27 21:00:00,124.8961295,52.19083333333333,0.8443333333333333,0,-0.7071067811865477,0.7071067811865474,138.8058395,171.28215,126.413175,2.1241666666666674,0.0,0.0,2.630148717889025,False
2017-03-27 22:00:00,106.2309855,59.7425,1.2508333333333332,0,-0.5000000000000004,0.8660254037844384,124.8961295,138.8058395,109.5792795,3.4399999999999995,0.0,0.0,2.5305171610400525,False
2017-03-27 23:00:00,106.508699,65.34,1.6776666666666664,0,-0.25881904510252157,0.9659258262890681,106.2309855,124.8961295,114.330125,4.3149999999999995,0.0,0.0,2.4583059679908215,False
2017-03-28 00:00:00,110.75765,61.73833333333334,1.7308333333333332,1,0.0,1.0,106.508699,106.2309855,109.0824105,4.4825,0.0,0.0,2.443867617827935,False
2017-03-28 01:00:00,101.607744,59.1225,1.9246666666666667,1,0.25881904510252074,0.9659258262890683,110.75765,106.508699,108.2411855,4.425000000000001,0.0,0.0,2.448847599972298,False
2017-03-28 02:00:00,100.6448145,60.821666666666665,1.4888333333333332,1,0.49999999999999994,0.8660254037844387,101.607744,110.75765,112.227281,4.738333333333337,0.0,0.0,2.421404628336028,False
2017-03-28 03:00:00,107.8006895,65.61416666666666,2.55775,1,0.7071067811865476,0.7071067811865476,100.6448145,101.607744,107.1268355,5.685833333333331,0.0,0.0,2.333518354763931,False
2017-03-28 04:00:00,104.848099,70.4825,2.232333333333333,1,0.8660254037844386,0.5000000000000001,107.8006895,100.6448145,107.7993785,6.307499999999999,0.0,0.0,2.271352390562947,False
2017-03-28 05:00:00,106.8318605,76.69166666666666,2.451583333333333,1,0.9659258262890683,0.25881904510252074,104.848099,107.8006895,109.850875,6.925000000000001,0.0,0.0,2.205523380150914,False
2017-03-28 06:00:00,113.07375,79.54166666666667,18.909916666666668,1,1.0,6.123233995736766e-17,106.8318605,104.848099,113.251172,7.059166666666668,0.0,0.0,2.1906287988606543,False
2017-03-28 07:00:00,133.042465,76.52499999999999,170.32500000000002,1,0.9659258262890683,-0.25881904510252063,113.07375,106.8318605,129.8764,6.181666666666668,0.0,0.0,2.2842513863055407,False
2017-03-28 08:00:00,156.0964,71.23416666666667,370.675,1,0.8660254037844387,-0.4999999999999998,133.042465,113.07375,172.938817,5.180833333333332,0.0,0.0,2.381319252584162,False
